Product Link,Product Name,Brand,Star Rating,Number of Ratings,Original Price,Offer Price,Best Sellers Rank,output_wattage,asin,item_model_number,min_temperature,wattage,country_of_origin,manufacturer,is_dishwasher_safe,nonstick_coating,model_name,control_method,item_weight,recommended_uses,material,capacity,product_color,product_dimensions,special_feature,bullet_points
https://www.amazon.in/Multi-functional-Electric-Nonstick-Roasting-Grilling/dp/B09M73KZHJ/ref=sr_1_157?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476043&sprefix=air+fryer%2Caps%2C3150&sr=8-157,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,[]
https://www.amazon.in/Crutello-Fryer-Cover-Storage-Pockets/dp/B0B5YDVSQ9/ref=sr_1_190?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476049&sprefix=air+fryer%2Caps%2C3150&sr=8-190,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,[]
https://www.amazon.in/VOIV-Intelligent-Multiple-Function-Dehydrator/dp/B0BQ34LKGM/ref=sr_1_168?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476046&sprefix=air+fryer%2Caps%2C3150&sr=8-168,        VOIV Air Fryer Fully Au ATIC Intelligent 12L Large ty 1800W High Power Multiple Function Electric Oven Dehydrator       ,Not Available,4.3,Not Available,Not Available,"7,999.00",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"['♦ This oven adopts 12L large ty space, 1800W large power, high efficiency, with timing, LED display, adjustable thermostat with touch s n and functions, can also be used as a dryer, air fryer, dehydrator, a wide range of applications.', '♦ The adjustable of this oven is 80-200℃, and the adjustable time is 0-60 minutes. The and time can be adjusted acco ing to different cooking materials and different needs, making delicious food easily.', '♦ This oven has built-in rotating grill, transparent glass cover with thickened glass panel, two layers of heat insulation Windows, to realize cooking under the premise of safety, watch the food cooking situation at any time, and master the time and .', '♦ This oven has two heating methods, heat pipe and hot air circulation at the same time, more powerful heat, more efficient cooking, with little or no oil, you can eat crispy food inside. You can enjoy your favorite foods without worrying about extra calories and fat.', '♦ The operation of this oven is very simple, with a digital touch s n control panel, it makes it easier to see the number of minutes, and controls or modes to cook different types of food.']"
https://www.amazon.in/SYPRAM-PRODUCTIONS-Selection-Adjustable-Temperature/dp/B09LYQKG52/ref=sr_1_104?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476034&sprefix=air+fryer%2Caps%2C3150&sr=8-104,"        SYPRAM PRODUCTIONS Air Fryer Oven , 4.0 L / 1500W Oven with Touch Control Panel, 6 Cooking Presets Timer Selection and Fully Adjustable Temperature Control with (Black)       ",Not Available,4.5,Not Available,"18,200","9,080.00",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"['♠HEALTHY FRYING: This appliance uses air crisp technology to cook healthy-low fat versions of your favorite foods,using little to no oil. Deliver a much healthier version of the same food with great crispy fried taste and texture', '♠EFFORTLESS COOKING: Prepare amazing meals from your cookbook such as french fries,chicken,steak,pudding and donuts.Make yourself feel like a professional chef in your kitchen with this air fryer that will replace any one of your kitchen appliances', '♠FAST & EFFICIENT HEATING: With 1500W of power, this air fryer heats up in 1.-30 minutes and cooks food faster than a conventional oven so you can save money at the same time as cutting down the calories', '♠FAMILY SIZE BASKET: With 4 L Food Basket capacity, this air-fryer serves the whole family. It makes your cooking effortless and is suitable for every occasion']"
https://www.amazon.in/AIEVE-Accessories-Reusable-Silicone-Compatible/dp/B09WTNNS5Y/ref=sr_1_188?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476049&sprefix=air+fryer%2Caps%2C3150&sr=8-188,"        AIEVE Air Fryer Liners for Ninja Air Fryer, 4 Pack Double Basket Air Fryer Accessories Reusable Silicone Air Fryer Liners Compatible with Ninja Dual Air Fryer Ninja Foodi Dual Zone Air Fryer       ",Not Available,4,5,"6,999","2,509.00",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"['Precise Compatibility - AIEVE 4* air fryer liner air fryer accessories perfectly compatible with Ninja Foodi Dual air fryer (Ninja DZ201 Foodi 8 quart 6-in-1 DualZone 2-basket air fryer). These air fryer liners provide a convenient way to prepare delicious meals while protecting your dual air fryer basket and making it easy to clean.', 'High-Quality Material - Every air fryer silicone liner made of food-grade silicone, BPA-free, which is durable, healthy and safe. You can use these air fryer accessories to cook a variety of meals with confidence.', 'Multi-Use - Heat risistance up to 230℃/450℉. Not only can it be used as an air fryer cleaning liner, but it can also be used for temporary insulation, anti-skid can openers, and most other dual-basket air fryers. Suitable for home, holiday party or outdoor camping occasions.', 'Reusable and Washable - No more wasting hundreds of air fryer parchment paper, these non-stick silicone liners are reusable and dishwasher safe, make cleaning the air fryer basket a breeze. They are green and save money in the long run.', 'Strict Quality Control - All air fryer liners for Ninja dual air fryer are produced under a unified assembly line, and the production process is tidy and pre-placed for 15 days after production.']"
https://www.amazon.in/DOGOU-Generation-Household-Capacity-Electric/dp/B0B2RGPRM4/ref=sr_1_134?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476040&sprefix=air+fryer%2Caps%2C3150&sr=8-134,        DOGOU Air Fryer A New Generation of Smart Fume Free Household 1300W High Power 5.5L Large Capacity Electric Fryer French Fries Machine       ,Not Available,4.2,Not Available,Not Available,"5,555.00",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"['💭[Using 360 degree air circulation, by circulating hot air, the material will form a crisp outer layer and retain moisture.', '💭[This air fryer features a 9-blade strong fan, stainless steel heating tube and surrounding air duct for better quality and better results.', '💭[An air fryer is a great way to cook food without using oil, making it easy to enjoy fried food without taxing the body.', '💭[This air fryer features a 5.5L large capacity, one-piece tank that can cook any dish and is big enough for a party.', '💭[This air fryer allows you to cook your food at home in a simple and quick way, providing you with a healthy, high-tech, efficient lifestyle!']"
https://www.amazon.in/Instant-Pot-Vortex-Pro-10/dp/B07VM1HQ87/ref=sr_1_173?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476046&sprefix=air+fryer%2Caps%2C3150&sr=8-173,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,[]
https://www.amazon.in/HUNK-SHOPPERS-Stainless-Temperature-Japanese/dp/B09G314Y7S/ref=sr_1_169?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476046&sprefix=air+fryer%2Caps%2C3150&sr=8-169,"        HUNK SHOPPERS Deep Fryer Pot,304 Stainless Steel with Temperature Control and Lid Japanese Style Tempura Fryer Pan Uncoated Fryer       ",Not Available,3.8,Not Available,"1,680.00","1,680.00","  #194,617 in Home & Kitchen (See Top 100 in Home & Kitchen)   #57 in Air Fryers   ",Not Available,‎B09G314Y7S,Not Available,Not Available,Not Available,‎India,‎HUNK SHOPPERS,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,‎10 x 10 x 4 cm,Not Available,"['【STAINLESS STEEL FRYER POT】Deep fryer pot is made of 304 stainless steel and is durable and has good heat insulation performance. It is very suitable for frying (french fries, chicken nuggets, squid rings, tempura, shrimp, Peanuts, fish, etc.)The fryer is compatible with all types of fire sources, including the fire sources of gas stove, induction cooker, electric stove.', '【PRECISE TEMPERATURE CONTROL】The Attached Thermometer Makes The Oil Temperature Control More Accurate，According to the temperature of the oil, cook food better to the best taste and Brings You More Delicious food.(Do Not Wash the Thermometer with Water, Wait to Ccool, Wipe it with a Paper Towel)', '【EASY FOR CLEANING】The fryer features the cold touch handle to be easy to clean and store. The detachable wire rack can drain excess fat from food. The oil level on the fryer body reminds you of the right amount of oil and you will not waste the cooking oil.', '【DEEP FRYING PAN WITH DIVERSION PORT】The design of the beak diversion port makes it easier to pour out the cooking oil after you have finished frying the food without worrying about the oil hanging during the dumping process.', '【SAFETY AND WARRANTY】Customer satisfaction is always our priority.Any issues of our products within 30 days, REPLACEMENT or REFUND will be provided.Add A NEW PARTNER to your kitchen and you will find it is worth having.']"
https://www.amazon.in/CUCKOO-Roasting-Grilling-Capacity-CAF-C0510D/dp/B09PY5X45K/ref=sr_1_159?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476043&sprefix=air+fryer%2Caps%2C3150&sr=8-159,"        CUCKOO Air Fryer For Home & Kitchen | Healthy Oil free Cooking, Baking, Roasting & Grilling With Less Oil | 4.7L Capacity | CAF-C0510D | White       ",Not Available,3.8,3,"11,990","9,999.00",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"['[Technical Specification] Power Consumption: 220V/60HZ, Power Consumption: 1400W, Temperature: 80°C to 200°C (Temperature adjust with a simple Slider), Timer: 1min to 30min (Timer adjust with a round knob), Dimensions: 279(W) X 337(D) X 313(H), Weight: 8 Kg, Colour: White', ""[Multifunctional Healthy Air Fryer] Fry, Roast, Grill, Baking your favorite Snacks & Tasty Meals with Less or No Oil with Cuckoo's Air fryer, you can enjoy splatter-free cooking with up to 85% less fat or oil and cutting down more calories."", ""[Fast Cooking] Cuckoo's Air fryer heats up in just 2-3 minutes with Rapid Hot air circulation method cooks your food more quickly than any conventional ovens and with a less amount of oil compared to deep-fried foods."", ""[Family Size Basket] Cuckoo's Air Fryer has 4.2L Capacity and this air-fryer serves the whole family, It makes your cooking effortless and is suitable for every occasion."", ""[Retro Design] Cuckoo's Air Fryer is specially Designed for your Modern Kitchen it also enhance your Modern Kitchen Interior"", '[Easy to carry] It is very convienient to carry this Air fryer with one hand because of its handle structure on the top.', '[Easy to Clean] Basket is seprated with single push button and very easy to clean.']"
https://www.amazon.in/Negaor-Intellect-Multifunctional-Intelligent-Temperature/dp/B09JLJCJHC/ref=sr_1_101?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476034&sprefix=air+fryer%2Caps%2C3150&sr=8-101,        Negaor Air Fryer Intellect Digital S n Contact Control Air Fryer Multifunctional Oil-Free Heal y Air Fryer Intelligent Timing Temperature Resistant Air Fryer Electric 4.5L Air Fryer       ,Not Available,Not Available,Not Available,"30,343.32","17,388.00",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"['[Heal y] is air fryer does not need oil when cooking and is more suitable for modern and heal y living concepts. L oil and no fat. No frying is heal ier. Smart cooking, no oily fume. You can easily cook food at home.', '[Multifunction] is air fryer can not only preheat, keep warm, and keep e food in e best state but also can intelligently time it, allowing you to cook more easily. At e same time, ere are 6 gourmet cooking modes, covering sna s, meat, seafood, cakes, etc., allowing you to easily enjoy a varie of cious dishes.', '[Safe] is air fryer is detachable, and e pull-out basket is very convenient to take. ere is also a power-off memory function. When you need to pull out e frying basket to che e food status and remove e pan, it will au atically disconnect e power ply, making it safer to use.', '[Big S n] is air fryer is equipped wi a large display s n. e s n display is clear, ere is a sensing device, and can be operated rough e s n. e s n is sensitive, you can easily switch e fryer function, and e operation is very convenient.', '[Fast] is air fryer has a surrounding ree-dimensional air guide groove, multiple heat dissipation systems, and e hot air circulates at a uniform speed. e energy ga ering effect is stronger, e baking time is reduced, and e cooking time is shorter.', 'Warranty not applicable for this product']"
https://www.amazon.in/Electric-Automatic-Nonstick-Dehydrates-Mechanical/dp/B0B2238WY4/ref=sr_1_138?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476040&sprefix=air+fryer%2Caps%2C3150&sr=8-138,"        Air Fryer, 5.5L Electric Air Fryer Automatic Precise Temp Control Oilless Cooker Electric Oven Fryer Nonstick Electric Food Fryer for Crisps, Roasts, Bakes, Reheats and Dehydrates(Mechanical Models)       ",Not Available,4.4,Not Available,Not Available,"9,399.00",Not Available,Not Available,‎B0B2238WY4,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,4 kg 800 g,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,[]
https://www.amazon.in/AMERICAN-MICRONIC-AMI-AF1-1500WDx-1500-Technology-AMI-AF1-35CLDx-Mechanical/dp/B09BQLLBDH/ref=sr_1_60?crid=3EWKFR0AZLVMY&keywords=air+fryer&qid=1676476024&sprefix=air+fryer%2Caps%2C3150&sr=8-60,"        AMERICAN MICRONIC-Imported Air Fryer, 1500 Watts 5 Litre with 3.5 litre basket with Turbo Tunnel Fresh Air Technology, 8 preset menus, New Model-Black & Silver- AMI-AF1-1500WDx-Mechanical       ",Not Available,3.8,25,"9,730","5,465.00",Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,"['AMERICAN MICRONIC - No 1 in Indian Customer Amazon Ratings- 100% Imported with 2 Years India warranty', '30 Minutes Timer with adjustable temperature control for the perfect result', 'TurboTunnel Freshair technology with Non-stick frying basket', 'TurboTunnel Freshair technology with Non-stick frying basket', 'All spare parts are available for warranty & post-warranty repairs', 'AMERICAN MICRONIC is an Indian-owned brand with global ambitions and footprint. The vision is to make an Indian-owned world-class brand of home appliances, that competes with the largest multinationals in the most advanced countries ie: the USA, Europe & Middle East, by offering better product quality, service delivery, and value for money.', 'FREE 5-year back-to-back replacement of electrical parts (heating elements, Thermostat, Motor)']"
